_id,id,name,address,latitude,longitude,about,phone,website,image[0],image[1],image[2],image[3],image[4],image[5],image[6],friday,monday,saturday,sunday,thursday,tuesday,wednesday,yelp,amenities,facebook,instagram,price,rating,tags[0],tags[1],tags[2],tags[3],tags[4],review,moreabout
651f38941f8d452578e363a2,railyardbarngrill,Railyard Bar And Grill,"116 S. Edward Gary Street, San Marcos, TX 78666",29.88137,-97.939,"Railyard Bar and Grill is a great place for the whole family to hang out, play and enjoy some good food. Get a drink from the full bar, relax and listen to live music and explore the spacious outdoor area with games for the whole crew.",5123927555,https://railyardbarandgrill.com,https://i.imgur.com/502ItF5.jpg,https://i.imgur.com/Er9tTLZ.jpg,https://i.imgur.com/UuEWN08.jpg,https://i.imgur.com/iQdK9n3.jpg,https://i.imgur.com/NNAwVnc.jpg,https://i.imgur.com/yTK9HSJ.jpg,https://i.imgur.com/ws8oqG5.jpg,12:00 PM - 2:00 AM,4:00 PM - 12:00 AM,12:00 PM - 2:00 AM,12:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,https://www.yelp.com/biz/railyard-bar-and-grill-san-marcos,"Offers Takeout,No Reservations,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Good for Groups,Good For Kids,Good for Lunch, Dinner,Pool Table,Private Lot Parking,Waiter Service,Free Wi-Fi,Live Music,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Happy Hour Specials,Full Bar,Smoking Outside Only,TV,Offers Catering,Not Good For Dancing,No Drive-Thru,Bike Parking",https://www.facebook.com/profile.php?id=227801880609841,https://www.instagram.com/railyardsmtx/,$$,4.1,American (Traditional),Mexican,Sports Bar,Bar,Grill,689,"At Railyard Bar and Grill, the spirit of family-friendly fun comes alive in a welcoming atmosphere that caters to all ages. Gather your loved ones for a memorable outing where the options are as diverse as the smiles around. Sip on a refreshing beverage from our full bar, unwind, and let the live music set the perfect backdrop for relaxation. The spacious outdoor area beckons exploration, offering a playground of games for the entire crew to enjoy. Whether it's a casual meal, lively playtime, or simply soaking in the vibrant ambiance, Railyard Bar and Grill ensures a delightful experience where good food and great company seamlessly intertwine."
651f3a0b1f8d452578e363ad,veranda,The Veranda Roof Top Patio,"139 E. Hopkins Street, San Marcos, TX 78666",29.8834,-97.94053,Enjoy the best view of Downtown San Marcos at Veranda! 360 degrees views of San Marcos from the top of Harper's Public House.,5128782448,https://www.facebook.com/HarpersVerandaSMTX/,https://i.imgur.com/FFi8U1r.png,https://i.imgur.com/wdfhhEr.jpg,,,,,,1:30 PM – 12:00 AM,5:00 PM – 12:00 AM,12:30 PM -  2:00 AM,12:30 PM -  12:00 AM,3:00 PM – 12:00 AM,3:00 PM – 12:00 AM,3:00 PM – 12:00 AM,https://www.yelp.com/biz/the-veranda-san-marcos,"No Reservations,Accepts Credit Cards,Outdoor Seating,Loud,Good for Groups,Pool Table,Best nights on Thursday,Best nights on Friday,Best nights on Saturday,Full Bar,TV,Bike Parking",https://www.facebook.com/HarpersVerandaSMTX/,https://www.instagram.com/harpers.veranda.snappaheads/,$,3.5,Lounge,Bar,,,,46,"Elevate your perspective and immerse yourself in the unrivaled charm of Downtown San Marcos at Veranda. Perched atop Harper's Public House, this elevated oasis offers a breathtaking 360-degree panorama of the cityscape, providing an unparalleled view that captures the essence of San Marcos. Whether you're indulging in a delightful meal or sipping on a refreshing beverage, the immersive experience of Veranda is heightened by the sweeping vistas that stretch in every direction. Revel in the best view in town as you unwind in this elevated haven, where the scenic allure of Downtown San Marcos unfolds in every direction."
651cdf61f721dadd5abf223b,codys,Cody's Restaurant Bar & Patio,"690 Centerpoint Road (Suite 209), San Marcos, TX 78666",29.82858,-97.98707,"Cody's provides a relaxing and cozy atmosphere, great music and a fresh full menu with specialty drinks, wine and beer. Relax on the patio and watch the hill country sunset. We take pride in not only the presentation and quality of our cuisine, but also the first-class service that comes along with it. ",5123932867,https://www.codyssmtx.com/,https://i.imgur.com/9yUHeXv.jpg,https://i.imgur.com/MQg92FW.png,https://i.imgur.com/kZZkCL8.png,https://i.imgur.com/wrMQVjl.png,https://i.imgur.com/3LvZ86q.png,https://i.imgur.com/mxReCtP.jpg,https://i.imgur.com/hbzmAuX.png,11:30 AM - 10:00 PM,CLOSED,11:30 AM - 10:00 PM,CLOSED,11:30 AM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,https://www.yelp.com/biz/codys-restaurant-bar-and-patio-san-marcos-3,"Accepts Android Pay,Accepts Apple Pay,Accepts Credit Cards,Best nights on Thursday, Friday, Saturday,Casual Dress,Covered Outdoor Seating,Dogs Not Allowed,Free Wi-Fi,Full Bar,Good For Kids,Good for Groups,Good for Lunch, Dinner,Happy Hour Specials,Heated Outdoor Seating,Intimate,Moderate Noise,Many Vegetarian Options,No Bike Parking,No Delivery,No Drive-Thru,No Pool Table,No Reservations,Offers Catering,Offers Takeout,Private Dining,Private Lot Parking,Smoking Outside Only,Takes Reservations,TV,Vegan Options,Waiter Service,Wheelchair Accessible",https://www.facebook.com/CodysSMTX/,https://www.instagram.com/codyssmtx/,$$$,4.6,Lounge,American (New),Cocktail Bar,Bar,,703,"Cody's beckons with a welcoming ambiance, a harmonious blend of great music, and a delectable menu designed to tantalize your taste buds. Immerse yourself in the comfort of a relaxing and cozy setting as you explore the extensive offerings, including specialty drinks, a curated wine selection, and an array of beers. Feel the stress of the day melt away on the patio, where you can unwind while catching the breathtaking hill country sunset. Cody's caters to your schedule, open from 11 am to 11 pm Monday through Wednesday, extending the evening hours until midnight on Thursday to Saturday. Indulge in the full lunch and dinner menu available until 10:00 pm, ensuring that every visit to Cody's is a delightful and fulfilling experience."
651f36481f8d452578e36394,idontknowbar,I Don't Know Bar,"650 E. Hopkins Street, San Marcos, TX 78666",29.88491,-97.92496,"Pool, darts and lots of TV's with all the sports channels. I Don't Know Bar is open early and closes late. Monday-Friday 1pm-2am Saturday-Sunday 12pm-2am",5123961964,https://www.facebook.com/p/I-Dont-Know-Bar-100057188511171/,https://i.imgur.com/f8YorJc.png,https://i.imgur.com/8n1vXM4.png,https://i.imgur.com/8AccL5R.png,,,,,11:30 AM - 1:30 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,https://www.yelp.com/biz/i-dont-know-bar-san-marcos,"No Reservations,Accepts Credit Cards,Very Loud,Good For Dancing,Pool Table,Private Lot Parking,Paid Wi-Fi,DJ,Full Bar,Smoking Outside Only,TV,No Outdoor Seating,Not Good For Groups,No Bike Parking",https://www.facebook.com/p/I-Dont-Know-Bar-100057188511171/,,$,3.9,Dive Bar,Pool Hall,Bar,,,239,"Dive into the ultimate sports and leisure experience at I Don't Know Bar, where entertainment knows no bounds. With a plethora of pool tables, dartboards, and numerous TVs tuned to all the sports channels, enthusiasts can revel in a haven dedicated to games and camaraderie. I Don't Know Bar caters to early birds and night owls alike, opening its doors at 1 pm on weekdays and at noon on weekends, ensuring non-stop fun until the late hours, with a closing time of 2 am. Whether you're seeking a casual game of pool, competitive rounds of darts, or catching the latest sports action on the big screens, I Don't Know Bar provides an inviting space for enthusiasts to unwind and enjoy their favorite pastimes."
651f355d1f8d452578e3638f,fullmoonsaloon,Full Moon Saloon,"16480 Texas Hwy 123, San Marcos, TX 78666",29.80095,-97.9452,"Full Moon Saloon is where to go in San Marcos when you want to unwind and enjoy a drink. They offer a full bar, friendly atmosphere and good service. They have plenty of TVs for those of you who want to enjoy watching your favorite team play, pool tables and dart boards. You'll enjoy the menu of appetizers they offer to go along with whatever your drink of choice may be. There's no need to worry about having to spend a fortune to indulge yourself in the many drinks that are available. The cost of drinks is reasonable, and the quality is superb.",5123962288,https://www.facebook.com/p/Fullmoon-Saloon-100042368575950/,https://i.imgur.com/PmWRvOr.jpg,https://i.imgur.com/FmUYBsF.jpg,https://i.imgur.com/bsoqLGp.png,https://i.imgur.com/LKcUoew.png,https://i.imgur.com/2i0VHOL.png,https://i.imgur.com/glwgFtl.png,,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 1:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,4:00 PM - 12:00 AM,https://www.yelp.com/biz/full-moon-saloon-san-marcos,Good for Groups,https://www.facebook.com/p/Fullmoon-Saloon-100042368575950/,,$,4.1,Beer Bar,Bar,,,,105,"Escape to relaxation at Full Moon Saloon, the go-to spot in San Marcos for unwinding and indulging in a well-deserved drink. Boasting a complete bar, a welcoming atmosphere, and friendly service, Full Moon Saloon sets the stage for a laid-back and enjoyable experience. Sports enthusiasts can catch their favorite teams on the numerous TVs, while the presence of pool tables and dartboards adds an extra layer of entertainment. Complement your drink of choice with a delectable array of appetizers from the menu. Fear not about breaking the bank, as Full Moon Saloon offers reasonably priced drinks without compromising on quality, ensuring that your night out is not only enjoyable but also affordable."
651f366e1f8d452578e36396,jacksroadhouse,Jack's Roadhouse,"1625 Hunter Road, San Marcos, TX 78666",29.87081,-97.95864,"Looking for a place to kick back, relax and enjoy a cold one (or two)? Jack's Roadhouse is just the place! With covered porch seating, live music and a full service bar, you're sure to be in for a good time.",5122148511,https://www.facebook.com/jacksroadhouse.sanmarcos/,https://i.imgur.com/OLiuFqs.png,https://i.imgur.com/38aYnpX.png,https://i.imgur.com/6LzGfNz.jpg,https://i.imgur.com/qHwyH9o.jpg,https://i.imgur.com/nSFqI5W.png,https://i.imgur.com/nuX3BVJ.png,,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,https://www.yelp.com/biz/jacks-roadhouse-san-marcos,"No Reservations,Accepts Credit Cards,Outdoor Seating,Divey,Casual,Loud,Good for Groups,Pool Table,Private Lot Parking,Free Wi-Fi,Live Music,Best nights on Monday,Best nights on Friday,Best nights on Saturday,Beer & Wine Only,Smoking Allowed,TV,Not Good For Dancing,Bike Parking",https://www.facebook.com/jacksroadhouse.sanmarcos/photos/,https://www.instagram.com/explore/locations/514277611/jacks-roadhouse-san-marcos/,$,4.3,Bar,,,,,338,"Discover the perfect haven for unwinding and savoring a cold beverage or two at Jack's Roadhouse. This laid-back establishment invites you to kick back and relax in style, offering the charm of covered porch seating that sets the stage for a leisurely experience. Immerse yourself in the rhythms of live music, creating a vibrant backdrop that elevates your time at Jack's. The full-service bar ensures that your drink preferences are met with expertise, promising a good time surrounded by a welcoming atmosphere. Whether you're seeking a casual afternoon or an evening of entertainment, Jack's Roadhouse beckons with the promise of relaxation and a memorable experience."
651f38671f8d452578e363a0,puttpub,Putt Pub,"307 S. LBJ Drive, San Marcos, TX 78666",29.87933,-97.93925,"Two full bars, indoor and outdoor seating, tasty food trucks, games, and, of course, an 18-hole miniature golf course - Putt Pub is a great place for the kids at heart. This laid-back neighborhood bar is full of fun surprises (like a seesaw!) and you're always in for a good time.",5122229838,http://www.puttpub.com,https://i.imgur.com/p6Wqpx5.jpg,https://i.imgur.com/3eS1otI.png,https://i.imgur.com/kPbDhjB.jpg,https://i.imgur.com/c4BoE9Q.jpg,https://i.imgur.com/14SxE5d.png,https://i.imgur.com/1Ecuc5W.jpg,,1:00 PM - 2:00 AM,3:00 PM - 12:00 AM,1:00 PM - 2:00 AM,1:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,3:00 PM - 12:00 AM,https://www.yelp.com/biz/putt-pub-san-marcos,"Outdoor Seating,Street Parking,Private Lot Parking,Happy Hour Specials",https://www.facebook.com/puttpub/,https://www.instagram.com/puttpub/,$,4.6,Bar,Mini Golf,Venue,Event Space,,233,"Embark on a whimsical adventure at Putt Pub, where the spirit of playfulness comes alive in every corner. Featuring not one, but two full bars, the choice between indoor and outdoor seating, and a tempting array of tasty food trucks, this laid-back neighborhood bar caters to the young at heart. Unleash your inner child on the 18-hole miniature golf course that adds a delightful twist to your visit. With surprises like a seesaw and an atmosphere brimming with charm, Putt Pub ensures that every moment is infused with a sense of joy. Whether you're gathering with friends or looking for family-friendly fun, this establishment guarantees a good time filled with laughter, games, and the carefree spirit of a memorable outing."
651cdf6ef721dadd5abf223c,crafthouse,Crafthouse Kitchen And Tap,"242 N. LBJ Drive (Suite 103), San Marcos, TX 78666",29.88426,-97.94011,"Looking for good food, excellent drinks, a great atmosphere and conveniently located in the heart of Downtown San Marcos? Crafthouse is just the spot! Crafthouse has flexible seating from booths, chairs and tables to pub tables with barstools. Our goal is to provide you with the freshest ingredients and we source with local vendors as a top priority. ",5126676700,https://www.crafthousetx.com,https://i.imgur.com/EvR9bnt.png,https://i.imgur.com/YRTRhV8.png,https://i.imgur.com/uy4D1k4.png,https://i.imgur.com/kn18A2Z.jpg,https://i.imgur.com/9swev5p.jpg,https://i.imgur.com/sKlmyQ0.jpg,https://i.imgur.com/bWxL4oi.png,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,10:00 AM - 12:00 AM,10:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,11:00 AM - 12:00 AM,https://www.yelp.com/biz/crafthouse-san-marcos,"Accepts Credit Cards,Bike Parking,Casual,Not Accepts Apple Pay,Free Wi-Fi,Full Bar,Good For Brunch,Good For Groups,Good For Kids,Good For Lunch,Good For KidsDinner,Loud,No Reservations,Offers Catering,Offers Takeout,Outdoor Seating,Street Parking,Trendy,TV,Vegan Options,Waiter Service",https://www.facebook.com/Crafthousetx/,https://www.instagram.com/crafthousetx/,$$,3.9,American (New),Gastropub,Pub,,,804,"Satisfy your cravings for a perfect dining experience at Crafthouse, where good food, excellent drinks, and a captivating atmosphere converge seamlessly in the heart of Downtown San Marcos. This culinary haven invites you to indulge in a symphony of flavors, accompanied by a selection of superb drinks that complement the vibrant ambiance. Conveniently situated, Crafthouse becomes more than just a spot; it's a destination where culinary excellence meets a delightful atmosphere, ensuring that your dining experience is nothing short of exceptional. Whether you're seeking a casual meal or celebrating a special occasion, Crafthouse awaits, ready to elevate your taste buds and immerse you in the charm of Downtown San Marcos."
651cdf78f721dadd5abf223d,davenport,The Davenport,"194 S. Guadalupe Street, San Marcos, TX 78666",29.88033,-97.94129,"Great tunes, delicious food, tantalizing libations, FUR-BABE friendly with large outdoor patio seating for your “people watching” pleasure! From scotch to bourbon, martinis to cocktails, beer to wine, seasonal menus to ""mocktails"". We have RAD knowledgeable Staff who help create it all. Come getchyo LOUNGE on!",,https://www.thedavenportlounge.com,https://i.imgur.com/sAQ9AzN.jpg,https://i.imgur.com/PQH4KUo.png,https://i.imgur.com/J3BLWvJ.jpg,https://i.imgur.com/cM6xO7N.jpg,https://i.imgur.com/KjZN0J9.jpg,https://i.imgur.com/NrjUJG3.jpg,https://i.imgur.com/Z5LF9LF.jpg,12:00 PM - 2:00 AM,2:00 PM - 2:00 AM,11:00 PM - 2:00 AM,11:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,https://www.yelp.com/biz/the-davenport-san-marcos,"Classy,Happy Hour Specials,Live Music,Offers Takeout,Outdoor Seating",https://www.facebook.com/davenportsanmarcos/,https://www.instagram.com/davenportsanmarcos/,$$,4.6,Gastropub,Lounge,Cocktail Bar,Bar,Pub,182,"Experience an enchanting blend of entertainment and culinary delights at The Davenport, where the promise of a good time unfolds in every note, flavor, and sip. Live music sets the stage for an immersive auditory experience, complemented by a menu that boasts delicious and inventive fare. The bar at The Davenport takes libations to the next level, offering innovative and creative drinks that tantalize the taste buds. The outdoor seating, draped in a captivating atmosphere, provides the perfect backdrop for a leisurely evening, allowing patrons to bask in the ambiance while enjoying the delightful offerings. With a commitment to a vibrant and welcoming environment, The Davenport stands as a destination where the synergy of live music, delectable cuisine, and imaginative drinks guarantees an unforgettable and joyous experience for all."
651f35001f8d452578e3638e,freddycslounge,Freddy C's Lounge,"141 E. Hopkins Street, San Marcos, TX 78666",29.88346,-97.94043," Welcome to Freddy C’s, a hidden gem nestled in the heart of San Marcos, Texas. Our story is one of community, creativity, and a passion for serving unforgettable moments. Come enjoy your favorite sports on the largest HD screens in town or just sit back and relax as the fast and friendly staff take care of you.",5125570098,https://freddycssmtx.com/,https://i.imgur.com/lUQkWIG.jpg,https://i.imgur.com/CwOS2Ju.png,https://i.imgur.com/llWn7GN.jpg,https://i.imgur.com/MvVO3tc.jpg,https://i.imgur.com/5TshPU7.png,https://i.imgur.com/6HfQzPX.png,https://i.imgur.com/UsgngIu.jpg,2:00 PM - 2:00 AM,4:00 PM - 2:00 AM,2:00 PM - 2:00 AM,2:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,https://www.yelp.com/biz/freddy-cs-lounge-san-marcos,"Pool Table,TV",https://www.facebook.com/FreddyCsLounge/,https://www.instagram.com/freddy_c_smtx/,$,4.5,Lounge,Cocktail Bar,Bar,,,98,"Immerse yourself in the ultimate sports-watching experience at our venue, where we boast the largest HD screens in town for your viewing pleasure. Whether you're a dedicated fan or simply seeking a laid-back environment to unwind, our expansive screens ensure that you catch every thrilling moment of your favorite sports. Sit back and relax as our fast and friendly staff takes care of your needs, delivering a seamless and enjoyable experience. From the exhilarating highs to the nail-biting moments, our commitment to providing top-notch service and an unbeatable sports-viewing atmosphere makes our venue the perfect destination for both sports enthusiasts and those looking to unwind in a welcoming setting."
651f39311f8d452578e363a7,seanpatrick,Sean Patrick's Irish Pub & Texas Grub,"202 E. San Antonio Street (Suit 118), San Marcos, TX 78666",29.88211,-97.93946,Sean Patrick’s is all about the Irish pub and Texas grub! Grab yourself an order of Guinness Fish & Chips and a cold pint of Sean Patrick’s finest beer and enjoy the buzz of Downtown San Marcos.,5123927310,https://seanpatrickstx.com,https://i.imgur.com/RZxnHAk.jpg,https://i.imgur.com/fd6PWDa.jpg,https://i.imgur.com/MQ5vEPA.jpg,https://i.imgur.com/YCs3vem.jpg,https://i.imgur.com/8v89rfM.jpg,https://i.imgur.com/P4Ythf6.jpg,,11:00 AM – 12:00 AM,11:00 AM – 11:00 PM,Open 24 hours,11:00 AM – 10:00 PM,11:00 AM – 12:00 AM,11:00 AM – 11:00 PM,11:00 AM – 11:00 PM,https://www.yelp.com/biz/sean-patricks-irish-pub-texas-grub-san-marcos,"Offers Delivery,Offers Takeout,No Reservations,Accepts Credit Cards,Accepts Apple Pay,Outdoor Seating,Casual,Moderate Noise,Offers Catering,Good for Groups,Good for Lunch,Good for Dinner,Pool Table,Street Parking,Free Wi-Fi,Happy Hour Specials,Full Bar,TV,Not Good For Kids,Bike Parking",https://www.facebook.com/seanpatrickstx/,https://www.instagram.com/explore/locations/2184728/sean-patricks-irish-pub-n-texas-grub/,$$,4.4,Irish,Burgers,Sport Bar,Bar,,635,"Indulge in the best of Irish pub charm and Texas flavors at Sean Patrick's, where the spirit of the Emerald Isle meets the heartiness of Texan cuisine. Treat your taste buds to the savory delight of Guinness Fish & Chips, perfectly paired with a cold pint of Sean Patrick's finest beer. As you savor the rich flavors, immerse yourself in the lively buzz of Downtown San Marcos. Sean Patrick's captures the essence of camaraderie and good times, making it the go-to destination for those seeking a delicious blend of Irish authenticity and the warm hospitality of Texas."
651f39cf1f8d452578e363ab,treffstavern,Treff's Tavern,"804 Chestnut Street, San Marcos, TX 78666",29.89288,-97.94181,"Treff's Tavern, is your friendly neighborhood bar located right up North LBJ and just across from Texas State campus. Treff's Tavern is your one-stop haven whenever you need to get out of the house, take a break from work or school, or just need to get a cold one. Bring your friends, or just come up on your own and meet our great bar staff and regulars! You'll love our daily happy hour and nightly drink specials, as well as get caught up in our weekly events!",5123531594,https://www.treffstavern.com,https://i.imgur.com/sUsX0lh.png,https://i.imgur.com/ExcdOjy.jpg,https://i.imgur.com/em8iq7C.png,https://i.imgur.com/2JMSEBw.png,https://i.imgur.com/YkCTn0R.jpg,https://i.imgur.com/8Ss8Ksl.jpg,,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,12:30 PM -  2:00 AM,https://www.yelp.com/biz/treffs-tavern-san-marcos,"Takes Reservations,Accepts Credit Cards,Not Accepts Android Pay,Not Accepts Apple Pay,Not Accepts Cryptocurrency,Outdoor Seating,Loud,Good for Groups,Street Parking,Private Lot Parking,Free Wi-Fi,Juke Box,Happy Hour Specials,Full Bar,TV,No Pool Table,Bike Parking",https://www.facebook.com/treffstavern/,https://www.instagram.com/treffstavern/,$,4.4,Bar,,,,,253,"Nestled conveniently up North LBJ, Treff's Tavern stands as your go-to friendly neighborhood bar, just a stone's throw away from the Texas State campus. A haven for those seeking a break from the routine, Treff's Tavern welcomes you to unwind with a cold one, whether you're escaping the confines of home, taking a respite from work or school, or simply looking for good company. Whether you arrive with friends or venture solo, our amiable bar staff and welcoming regulars ensure you'll feel right at home. Don't miss out on our daily happy hour and nightly drink specials, creating the perfect backdrop for relaxation and camaraderie. Immerse yourself in the weekly events that keep the energy alive, as Treff's Tavern opens its doors from 12:30 pm to 2 am every day, providing a welcoming space for all your social and leisure needs."
651f3a161f8d452578e363ae,uproot,Uproot,"215 N. LBJ Drive, San Marcos, TX 78666",29.88372,-97.94044,"Nestled above the Root Cellar Cafe and a stone’s throw from the busy Square is UpRoot. It’s the perfect place for a cocktail before dinner, date night out to impress, or a solid start to a legendary evening.",5123925158,https://rootcellarcafe.com/san-marcos/uproot-bar.html,https://i.imgur.com/5a4vHWN.png,https://i.imgur.com/aj83Ltr.jpg,https://i.imgur.com/UYBF6B0.png,https://i.imgur.com/MiRXSED.png,https://i.imgur.com/s5b4d8b.jpg,https://i.imgur.com/djkbYKR.jpg,https://i.imgur.com/tm1Rndq.jpg,8:00 AM - 9:00 PM,CLOSED,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,https://www.yelp.com/biz/the-root-cellar-cafe-san-marcos,"Offers Delivery,Offers Takeout,No Reservations,Vegan Options,Many Vegetarian Options,Accepts Credit Cards,Accepts Android Pay,Accepts Apple Pay,Not Accepts Cryptocurrency,Outdoor Seating,Casual,Moderate Noise,Offers Catering,Good for Groups,Good For Kids,Good for Breakfast,Good for Brunch,Good for Lunch,Dinner,Street Parking,Waiter Service,Full Bar,Dogs Allowed,Wheelchair Accessible,Gender-neutral restrooms,Offers Military Discount,Open to All,Covered Outdoor Seating,Private Dining,No Wi-Fi,No Happy Hour,No TV,No Heated Outdoor Seating,Bike Parking,Compostable containers available,Provides reusable tableware",https://www.facebook.com/RootCellarCafe/,https://www.instagram.com/rootcellarcafe/,$$,4.4,Breakfast & Brunch,American (New),Comfort Food,,,1730,"Perched above the bustling Root Cellar Cafe and just moments away from the lively Square, UpRoot beckons as the quintessential destination for those seeking an elevated experience. Whether you're looking for a sophisticated cocktail to precede a delightful dinner, planning a date night to impress, or aiming to kick off an evening destined for legend, UpRoot sets the stage for memorable moments. The intimate ambiance, strategic location, and curated offerings make it an ideal spot to embark on a journey of culinary excellence and refined enjoyment. Step into UpRoot and let its charm elevate your expectations for a night that promises sophistication and a touch of magic."
651f37131f8d452578e36398,lanikailounge,Lanikai Lounge & Tiki Room,"700 N. LBJ Drive (Suite 113),  San Marcos, TX 78666",29.89186,-97.94091,"Tiki Culture, Tropical Cocktails and Paradise vibes! LaniKai primarily serves tiki drinks and other classic cocktails. We also serve “small bites” of food with a Hawaiian and Asian fusion.",5122148222,https://www.lanikailounge.com,https://i.imgur.com/g8BgUdK.png,https://i.imgur.com/6eRKTqs.jpg,https://i.imgur.com/gS6N5Od.png,https://i.imgur.com/i22Vj0S.jpg,https://i.imgur.com/k0uuJUa.jpg,https://i.imgur.com/78xuGnC.png,https://i.imgur.com/Q9YOgSA.jpg,5:00 PM - 2:00 AM,CLOSED,4:00 PM - 2:00 AM,CLOSED,5:00 PM - 12:30 AM,5:00 PM - 12:30 AM,5:00 PM - 12:30 AM,https://www.yelp.com/biz/lanikai-lounge-san-marcos,Outdoor Seating,https://www.facebook.com/p/LaniKai-Lounge-100075881545334/,https://www.instagram.com/lanikailounge/,$$,4.7,Tiki Bar,Cocktail Bar,Lounge,Bar,,52,"Embark on a tropical escape at LaniKai, where the art of mixology takes center stage with a focus on tiki drinks and classic cocktails. Nestled within the vibrant concoctions are the flavors of a Hawaiian and Asian fusion, adding a distinctive touch to the ""small bites"" menu. Whether you're sipping on an intricately crafted tiki concoction or indulging in the delightful fusion of Hawaiian and Asian-inspired small bites, LaniKai promises a culinary journey that transports you to an island oasis. The ambiance, coupled with the carefully curated menu, makes LaniKai a destination where the spirit of the tropics converges with the sophistication of classic cocktails, offering a unique and immersive experience for every palate."
651f374e1f8d452578e36399,marc,The Marc,"120 E. San Antonio Street, San Marcos, TX 78666",29.88203,-97.94054,"With state-of-the-art sound, lighting and production equipment, three full-service bars, an upper-level balcony, a capacity of nearly 1,000 fans, two projector screens that show off the stage and a large dance floor - The Marc is a place you truly have to see and hear to believe!",5127873771,https://themarcsm.com,https://i.imgur.com/34FL1a5.jpg,https://i.imgur.com/pDtrBt9.jpg,https://i.imgur.com/3FgmV6D.jpg,https://i.imgur.com/mnz4KqP.jpg,https://i.imgur.com/OhpLWfW.jpg,https://i.imgur.com/LRXrpV0.png,,10:00 PM - 2:00 AM,CLOSED,10:00 PM - 2:00 AM,CLOSED,10:00 PM - 2:00 AM,10:00 PM - 2:00 AM,10:00 PM - 2:00 AM,https://www.yelp.com/biz/the-marc-san-marcos,"Accepts Credit Cards,Very Loud,Good for Groups,Street Parking,Live Music,Full Bar,TV,No Outdoor Seating,Not Good For Kids,No Bike Parking",https://www.facebook.com/TheMarcSM/,https://www.instagram.com/themarcsm/,$,3.1,Music Venue,,,,,141,"Step into a realm of entertainment excellence at The Marc, where the convergence of state-of-the-art sound, lighting, and production equipment sets the stage for an unparalleled experience. Boasting three full-service bars, an upper-level balcony offering panoramic views, and a sprawling dance floor, The Marc caters to nearly 1,000 fans with an atmosphere that seamlessly blends sophistication and excitement. Two expansive projector screens showcase the stage, ensuring every corner of the venue is immersed in the electrifying performances. A sensory feast for both the eyes and ears, The Marc stands as a testament to a venue that must be seen and heard to be believed, promising an unforgettable encounter with the pinnacle of live entertainment."
